calories,carbohydrate,sugar,protein,Cluster,Cluster_Calorias_Promedio,Cluster_Proteinas_Promedio,Cluster_Azucar_Promedio,Cluster_Interpretacion,Cluster_Porcentaje_Total,Cluster_Tipo,Calorias_vs_Promedio_Cluster,Proteinas_vs_Promedio_Cluster,Azucar_vs_Promedio_Cluster
4.22,3.46,10.93,0.74,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-135.3,-7.49,-3.5999999999999996
24.21,67.02,13.47,7.82,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-115.31,-0.41000000000000014,-1.0599999999999987
94.41,25.98,23.79,1.49,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-45.110000000000014,-6.74,9.26
42.01,12.0,11.7,1.32,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-97.51000000000002,-6.91,-2.83
296.92,1.42,11.15,25.19,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-332.07,-9.330000000000002,5.67
258.16,7.53,1.2,40.32,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-370.83,5.799999999999997,-4.28
229.58,39.93,1.09,6.66,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-399.40999999999997,-27.860000000000003,-4.390000000000001
1568.0,15.49,5.23,53.23,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,939.01,18.709999999999994,-0.25
205.98,61.85,2.89,14.45,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-423.01,-20.070000000000004,-2.5900000000000003
286.54,21.1,1.53,4.1,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-342.45,-30.42,-3.95
311.39,43.2,1.13,3.36,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-317.6,-31.160000000000004,-4.3500000000000005
178.98,4.34,17.29,18.49,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,39.45999999999998,10.259999999999998,2.76
272.31,73.05,7.68,0.29,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,132.79,-7.94,-6.85
188.42,34.29,5.55,3.15,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,48.89999999999998,-5.08,-8.98
836.95,32.82,59.04,0.32,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,697.4300000000001,-7.91,44.51
81.01,0.35,1.27,1.19,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-58.510000000000005,-7.040000000000001,-13.26
766.8,13.6,8.27,17.85,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,137.80999999999995,-16.67,2.789999999999999
335.43,23.88,2.77,38.18,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-293.56,3.6599999999999966,-2.7100000000000004
777.37,101.73,2.52,5.12,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,148.38,-29.400000000000002,-2.9600000000000004
353.58,12.82,1.02,6.39,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-275.41,-28.130000000000003,-4.460000000000001
859.11,73.16,14.6,3.3,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,230.12,-31.220000000000002,9.12
935.77,8.74,2.39,71.88,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,306.78,37.35999999999999,-3.0900000000000003
379.87,13.94,0.57,43.68,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-249.12,9.159999999999997,-4.91
18.62,22.46,10.06,1.12,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-120.9,-7.11,-4.469999999999999
181.1,7.33,2.4,104.07,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-447.89,69.54999999999998,-3.0800000000000005
25.83,0.13,2.24,28.6,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-113.69000000000001,20.37,-12.29
4.41,239.06,19.54,3.76,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-135.11,-4.470000000000001,5.01
1044.92,24.34,5.6,4.66,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,415.93000000000006,-29.860000000000003,0.11999999999999922
607.13,23.0,39.52,26.15,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-21.860000000000014,-8.370000000000005,34.040000000000006
431.28,14.69,4.17,32.79,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-197.71000000000004,-1.730000000000004,-1.3100000000000005
76.08,13.95,8.59,1.05,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-63.44000000000001,-7.180000000000001,-5.9399999999999995
98.76,7.28,16.56,1.15,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-40.760000000000005,-7.08,2.0299999999999994
180.52,12.4,24.65,5.08,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,41.0,-3.1500000000000004,10.12
16.58,5.66,14.41,19.94,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-122.94000000000001,11.71,-0.11999999999999922
382.85,3.38,44.22,0.36,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,243.33,-7.87,29.689999999999998
918.21,13.01,7.68,122.39,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,289.22,87.87,2.1999999999999993
114.0,113.65,3.1,26.36,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-514.99,-8.160000000000004,-2.3800000000000003
336.52,1.05,1.89,5.22,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-292.47,-29.300000000000004,-3.5900000000000007
410.34,28.09,3.5,128.84,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-218.65000000000003,94.32,-1.9800000000000004
44.77,11.91,7.93,1.07,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-94.75,-7.16,-6.6
580.94,23.16,20.99,5.63,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-48.049999999999955,-28.890000000000004,15.509999999999998
699.44,56.65,3.2,3.48,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,70.45000000000005,-31.040000000000003,-2.2800000000000002
61.8,6.28,0.72,15.46,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-77.72000000000001,7.23,-13.809999999999999
62.59,23.96,6.25,30.83,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-76.93,22.599999999999998,-8.28
1266.75,154.18,0.59,0.46,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,637.76,-34.06,-4.890000000000001
515.49,5.88,13.29,13.96,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-113.5,-20.560000000000002,7.809999999999999
181.86,33.04,44.67,5.48,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,42.34,-2.75,30.14
529.68,23.75,2.28,15.81,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-99.31000000000006,-18.71,-3.2000000000000006
1330.3,1.63,6.39,70.31,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,701.31,35.79,0.9099999999999993
646.15,22.1,39.34,16.73,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,17.159999999999968,-17.790000000000003,33.86
1243.9,74.77,0.75,8.2,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,614.9100000000001,-26.320000000000004,-4.73
497.71,3.73,18.85,8.09,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-131.28000000000003,-26.430000000000003,13.370000000000001
267.51,15.99,5.77,0.95,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,127.98999999999998,-7.28,-8.76
336.27,37.38,6.53,23.12,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-292.72,-11.400000000000002,1.0499999999999998
216.1,7.93,1.2,151.64,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-412.89,117.11999999999998,-4.28
278.05,9.85,12.93,26.75,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-350.94,-7.770000000000003,7.449999999999999
641.05,26.99,1.08,20.2,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,12.059999999999945,-14.320000000000004,-4.4
52.32,2.84,2.96,88.21,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-576.67,53.68999999999999,-2.5200000000000005
89.72,10.83,2.26,4.52,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-49.80000000000001,-3.710000000000001,-12.27
113.97,12.54,0.64,7.93,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-515.02,-26.590000000000003,-4.840000000000001
648.05,19.28,0.19,35.28,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,19.059999999999945,0.759999999999998,-5.29
66.16,10.45,1.07,8.81,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-73.36000000000001,0.5800000000000001,-13.459999999999999
258.33,5.22,8.23,29.05,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-370.66,-5.470000000000002,2.75
283.72,34.05,1.63,0.92,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,144.20000000000002,-7.3100000000000005,-12.899999999999999
551.7,1.11,5.9,186.18,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-77.28999999999996,151.66,0.41999999999999993
20.98,1.26,9.8,0.82,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-118.54,-7.41,-4.729999999999999
10.21,44.63,17.74,13.51,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-129.31,5.279999999999999,3.209999999999999
1165.14,0.14,4.36,9.64,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,536.1500000000001,-24.880000000000003,-1.12
310.1,48.58,35.01,40.12,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-318.89,5.599999999999994,29.529999999999998
816.25,5.42,8.24,37.47,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,187.26,2.9499999999999957,2.76
299.32,9.58,2.5,125.5,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-329.67,90.97999999999999,-2.9800000000000004
280.13,1.1,7.58,0.56,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,140.60999999999999,-7.67,-6.949999999999999
25.51,40.64,1.67,3.26,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-114.01,-4.970000000000001,-12.86
1292.18,89.2,14.22,80.03,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,663.19,45.51,8.74
166.44,0.53,29.68,4.86,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,26.919999999999987,-3.37,15.15
1330.48,10.34,5.22,77.57,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,701.49,43.04999999999999,-0.2600000000000007
625.76,23.38,11.99,25.79,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-3.230000000000018,-8.730000000000004,6.51
48.11,5.13,0.29,0.51,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-91.41000000000001,-7.720000000000001,-14.24
62.85,29.98,4.41,40.65,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-76.67000000000002,32.42,-10.12
191.89,19.29,5.49,3.71,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,52.369999999999976,-4.5200000000000005,-9.04
133.8,5.48,0.44,57.76,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-495.19,23.239999999999995,-5.04
2703.12,6.4,2.17,28.2,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,2074.13,-6.320000000000004,-3.3100000000000005
124.79,158.92,1.76,23.07,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-504.2,-11.450000000000003,-3.7200000000000006
0.14,18.12,11.15,87.34,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-139.38000000000002,79.11,-3.379999999999999
393.73,39.26,1.33,17.38,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-235.26,-17.140000000000004,-4.15
418.22,32.08,19.78,0.29,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,278.70000000000005,-7.94,5.250000000000002
247.79,32.82,4.57,10.06,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-381.20000000000005,-24.46,-0.9100000000000001
207.37,12.05,22.03,0.38,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,67.85,-7.8500000000000005,7.500000000000002
523.69,1.98,0.72,41.55,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-105.29999999999995,7.029999999999994,-4.760000000000001
627.16,34.96,41.5,16.15,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-1.830000000000041,-18.370000000000005,36.019999999999996
357.15,39.67,2.24,38.63,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-271.84000000000003,4.109999999999999,-3.24
482.99,53.73,6.53,3.46,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-146.0,-31.060000000000002,1.0499999999999998
158.64,45.71,4.66,91.16,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-470.35,56.63999999999999,-0.8200000000000003
581.7,11.48,7.94,13.64,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-47.289999999999964,-20.880000000000003,2.46
593.56,243.2,0.6,2.56,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-35.430000000000064,-31.960000000000004,-4.880000000000001
539.78,14.84,17.29,21.55,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-89.21000000000004,-12.970000000000002,11.809999999999999
791.99,56.12,2.47,2.77,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,163.0,-31.750000000000004,-3.0100000000000002
1550.2,72.86,1.49,40.33,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,921.21,5.809999999999995,-3.99
653.9,111.8,5.04,0.36,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,24.909999999999968,-34.160000000000004,-0.4400000000000004
160.43,11.37,0.6,0.24,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,20.909999999999997,-7.99,-13.93
337.48,27.98,2.26,19.05,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-291.51,-15.470000000000002,-3.2200000000000006
71.97,16.94,0.95,3.37,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-67.55000000000001,-4.86,-13.58
542.49,6.93,26.16,29.67,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-86.5,-4.850000000000001,20.68
208.87,32.34,7.41,6.42,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,69.35,-1.8100000000000005,-7.119999999999999
768.51,2.32,4.71,11.19,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,139.51999999999998,-23.330000000000005,-0.7700000000000005
129.03,51.57,7.66,6.05,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-10.490000000000009,-2.1800000000000006,-6.869999999999999
44.02,6.95,1.23,2.37,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-95.5,-5.86,-13.299999999999999
239.36,56.72,18.03,0.13,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,99.84,-8.1,3.5000000000000018
359.0,1.65,1.11,20.55,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-269.99,-13.970000000000002,-4.37
866.33,45.08,7.74,64.46,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,237.34000000000003,29.93999999999999,2.26
682.73,31.36,5.7,3.58,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,53.74000000000001,-30.940000000000005,0.21999999999999975
575.07,69.94,1.18,1.8,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-53.91999999999996,-32.720000000000006,-4.300000000000001
125.95,7.85,5.38,0.83,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-13.570000000000007,-7.4,-9.149999999999999
674.84,2.64,3.64,1.26,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,45.85000000000002,-33.260000000000005,-1.8400000000000003
659.82,9.88,5.97,4.83,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,30.83000000000004,-29.690000000000005,0.4899999999999993
137.63,191.21,2.05,5.33,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-1.8900000000000148,-2.9000000000000004,-12.48
462.41,3.49,6.71,0.93,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,322.89,-7.300000000000001,-7.819999999999999
362.89,34.63,1.2,7.48,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-266.1,-27.040000000000003,-4.28
626.61,10.72,4.47,5.9,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-2.3799999999999955,-28.620000000000005,-1.0100000000000007
436.03,7.66,22.3,23.03,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-192.96000000000004,-11.490000000000002,16.82
1767.53,9.96,4.16,70.4,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,1138.54,35.88,-1.3200000000000003
416.01,1.84,17.99,1.41,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,276.49,-6.82,3.459999999999999
33.36,33.62,19.04,13.24,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-106.16000000000001,5.01,4.51
457.35,12.74,4.83,21.43,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-171.64,-13.090000000000003,-0.6500000000000004
435.94,58.65,39.46,11.18,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,296.41999999999996,2.9499999999999993,24.93
592.12,27.54,2.97,21.88,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-36.870000000000005,-12.640000000000004,-2.5100000000000002
285.01,2.2,15.81,0.76,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,145.48999999999998,-7.470000000000001,1.2800000000000011
858.67,5.07,7.47,1.84,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,229.67999999999995,-32.68,1.9899999999999993
597.55,19.65,6.19,6.63,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-31.440000000000055,-27.890000000000004,0.71
0.76,1.9,3.76,0.05,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-138.76000000000002,-8.18,-10.77
452.39,89.19,3.73,18.72,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-176.60000000000002,-15.800000000000004,-1.7500000000000004
400.37,23.75,2.21,8.54,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-228.62,-25.980000000000004,-3.2700000000000005
409.99,13.61,1.96,8.77,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-219.0,-25.750000000000004,-3.5200000000000005
31.65,5.42,6.69,13.25,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-107.87,5.02,-7.839999999999999
